,Area Name,Employment(1),Employment percent relative standard error(3),Hourly mean wage,Annual mean wage(2),Wage percent relative standard error(3),Hourly 10th percentile wage,Hourly 25th percentile wage,Hourly median wage,Hourly 75th percentile wage,Hourly 90th percentile wage,Annual 10th percentile wage(2),Annual 25th percentile wage(2),Annual median wage(2),Annual 75th percentile wage(2),Annual 90th percentile wage(2),"Employment per 1,000 jobs",Location Quotient,city,state_id,RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,city_ascii,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
315,"Spokane-Spokane Valley, WA(0044060)",1810,5.9,53.23,110710,2.7,28.85,36.8,50.61,66.51,77.28,60010,76540,105270,138340,160740,7.234,0.7,Spokane,WA,395113.0,100.0,"Spokane, WA",msa,WA,796.0455360992376,804.0393598345227,813.7894589909628,819.9511114446427,823.0864650840958,828.245359576579,831.6244820063555,840.087679240299,836.5215516680177,833.7553767702773,833.7726388373812,838.6570810603165,847.0982492926343,855.3707283996619,863.8160035291618,870.498134460282,880.9861397690919,887.6091169714724,894.059958694603,891.1872565591897,896.7661070522652,901.7248410594896,903.4160263361372,904.7537169892483,911.084800938344,926.1733091852172,931.628162095421,934.8534147037012,943.4625265258294,958.003804240815,966.9900759358566,969.9106394775866,967.6217867949214,970.4966386980252,967.3298324219928,966.8033271074986,963.6887273223388,988.1557859445962,1009.524669580998,1031.0101057446468,1033.3093807360133,1040.2983014849033,1047.224050780804,1047.9680796385194,1046.367935488963,1042.4627016504548,1042.590543866054,1041.7040565238078,1053.6907043168767,1061.2393908647784,1077.0536695549624,1083.929094128167,1098.0081332393506,1109.6503760386754,1124.3724418553545,1121.2100395852142,1124.3211057117285,1120.0669844034358,1122.2661467836826,1110.9683833762151,1113.3177462824576,1123.9592574665303,1148.0451354475952,1156.3629020989504,1164.249384805187,1166.1901867247282,1183.017208449639,1199.512702897295,1216.010656498748,1218.9953147113815,1214.6616774824342,1215.9813753681583,1229.8965135325448,1256.635402559304,1287.543552731662,1334.312194311633,1393.3020537133038,1453.1408905355513,1491.4911537702844,1508.2281113985198,1505.2328042581837,1486.8997170173216,1465.1918982350678,1451.942624861728,1460.5455969229215,1476.3131474569554,1497.2895075018707,1522.033693413115,1548.346043949111,1563.0864033771916,1570.9956228788262,1575.929071131908,1582.5096706417871,1576.1058546849133,1562.921885036871,1543.9316476415595,1536.0967311822037,1526.694957163769,1538.4564480519746,1548.094263783457,1571.108623003004,1569.826033954297,1574.1270879107235,1572.3846546395253,1579.8368133715069,Spokane,Washington,53063,Spokane,47.6671,-117.433,440270,1230.8,shape,False,True,America/Los_Angeles,2,99201 99203 99202 99205 99204 99207 99208 99258 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99260,1840021093
316,"Springfield, IL(0044100)",610,9.5,52.82,109870,2.4,31.05,40.24,50.61,62.73,77.42,64580,83700,105260,130470,161040,5.963,0.57,Springfield,IL,395114.0,220.0,"Springfield, IL",msa,IL,,,,,,,,,,,,,,,,,,777.4460155411236,775.3801099409885,788.2624073466344,780.3158066102485,791.7444383513422,,783.3076488831272,781.2204403387411,787.245423013139,798.0752252944377,805.8563865427208,806.7108296323202,806.8100876056783,800.2701140622688,796.5729845723351,797.2507853120751,792.7806565898419,796.5832389277397,794.7101100473078,798.5263293701721,799.3887252846814,806.683831662973,815.782800184872,819.8190489680284,819.9215856645073,814.899566690043,812.8001159803414,813.1048847948034,816.262436022582,816.8404266460587,816.5867370506638,815.086708754746,816.1738026816196,813.8963800614439,823.4103291697772,828.4289983013742,846.5712623947263,844.8337747142695,850.0082196290142,846.9155118321362,848.5850399549103,852.0218560537904,845.6936141994303,847.5942907444014,848.4285397163426,850.15031420209,847.4370818152396,848.9120574981039,857.2872671046363,867.1348621665537,871.2585894440625,872.374228404509,879.5008892656117,886.7222405741337,890.8621186993084,889.0854464988493,891.1135265571867,892.5990673631242,899.0585221874605,901.5837924935112,913.1228274522784,923.345688595997,935.3403446419636,947.5763716344828,952.316044336557,950.81407210528,957.5215105725724,966.4199780388568,973.181177005955,973.3393722293948,988.3598514438854,1008.0992461487764,1014.759808576362,1012.6378571526348,1022.8472045166856,1038.0428002205967,1038.6706037725885,1036.159105018194,1047.560898525572,1048.114369723576,1065.1470236971854,1057.5517789675794,1069.886300922456,1056.8754973210944,1074.5484273373715,1074.6322137807936,1094.549090510918,1083.9992567818654,Springfield,Illinois,17167,Sangamon,39.7709,-89.654,162588,726.0,shape,False,True,America/Chicago,2,62711 62712 62629 62702 62703 62701 62706 62707 62704 62705 62715 62716 62719 62722 62726 62736 62739 62756 62757 62761 62762 62763 62764 62765 62766 62767 62769 62776 62777 62781 62786 62796,1840009517
317,"Springfield, MA-CT(0078100)",1310,4.4,54.86,114100,0.9,36.41,41.99,51.14,64.74,77.44,75730,87340,106370,134660,161080,4.125,0.4,Springfield,MA,395115.0,85.0,"Springfield, MA",msa,MA,,1152.192960952605,1156.6472780809129,1157.2308930842942,1155.91670715745,1169.4093195193775,1165.9208441112548,1165.0187317668078,1168.2866755124955,1177.2238911184502,1182.362266440873,1185.2906099845643,1187.3576919705192,1180.4848025868455,1197.182063584654,1198.6413891874963,1206.706434959146,1208.928649861021,1237.4206537359676,1255.7927332466052,1243.271179542172,1245.292271837194,1227.7176068093477,1223.8640457830338,1196.8640905059374,1209.2786251320747,1223.175535385401,1243.7748982988282,1253.8870611804953,1255.152680991184,1258.7969232013556,1259.7756897459942,1260.4013995586586,1263.3130976432558,1268.5781206898546,1276.009013066742,1273.4822029191064,1273.2983505339105,1276.6804944014675,1279.101847145594,1293.6461127180503,1294.1765121437682,1311.59484945558,1318.214372828201,1333.4341037493384,1329.238979871324,1324.3455202341136,1317.3288550383995,1319.2277777888876,1322.6740688033915,1333.3627490222111,1338.351009099325,1343.6957653565933,1348.7351668553324,1357.4054189580738,1357.4217737856784,1357.6942939895346,1353.418995754894,1357.8465807462971,1364.4035589209404,1371.5891584123026,1385.683989272728,1397.934751937098,1398.6962715807151,1405.3595040734444,1397.0767169506237,1412.1824857748788,1418.4333656636445,1426.7819696039703,1441.1692441815628,1429.1015182815866,1439.9729240030038,1432.7307345344766,1477.0309923188918,1502.938545840557,1519.9845168456495,1513.1318319251145,1506.392189210779,1520.2886149548303,1529.6485963450464,1544.111902490747,1540.6495375137397,1545.5805241314629,1564.2707362098004,1578.1531568277271,1604.613241166841,1611.0096249264593,1652.8946777263538,1657.6108428012606,1679.0241586795512,1677.7736821969293,1699.072001028001,1710.666730379119,1740.1688368288906,1743.4843697303695,1777.081662589043,1793.0612041408413,1801.0136033214374,1779.3135304011046,1776.1010180604956,1799.773567436185,1809.6471989460167,1809.109576739868,1822.711850739807,1836.9804324028464,Springfield,Massachusetts,25013,Hampden,42.1155,-72.5395,620494,1861.8,shape,False,True,America/New_York,2,01151 01144 01118 01119 01129 01128 01107 01105 01104 01103 01109 01108 01101 01102 01111 01115 01138 01139 01152 01199,1840000466
318,"Springfield, MO(0044180)",1200,6.5,44.63,92830,1.7,22.89,32.48,46.39,52.94,62.88,47620,67570,96480,110110,130780,5.649,0.54,Springfield,MO,395116.0,118.0,"Springfield, MO",msa,MO,758.0567067286473,760.2733527165612,764.3100767095516,767.4685402716434,774.8186750042628,773.8200890425071,778.8346580033356,778.5822880766187,784.2386918375354,783.6081064521653,777.2906978941786,772.6742046094586,771.1888668119877,781.8308342559748,786.5495373029696,790.7234867239442,792.200950919849,797.655242902912,809.2867986214712,812.7387368755609,813.5006032402738,813.4260413330297,809.4021410353065,812.5664541585484,809.203792173845,816.4293087150628,819.1173494606472,820.3106678344456,820.6535448679687,822.6680087273028,830.0008181680225,834.4930056723485,834.1003831820415,828.5832630621616,828.4065585590841,812.8655063898577,810.6057942247543,816.271322228922,837.8757562274222,850.5167117163295,851.1015835505232,858.6266843137773,864.8925537439793,870.5286770707363,872.2287475778297,875.2138545285437,873.6933025873998,869.5929769616585,868.8228964937664,875.7900279803874,886.5340615439161,894.6822439419955,902.0319017850792,908.7396519440898,916.591614537329,918.1680646623314,920.0283060670328,920.3178747704004,921.2606096425624,920.6712904054084,921.1577765646364,924.628179648317,935.5384529122948,943.0320963482708,951.7105144001944,960.9353143337016,972.97837026198,984.01834916406,980.0489500761656,982.927271097796,986.55666884931,996.532620227802,1003.3211877544968,1020.4012819529372,1039.7791767298822,1054.4354666149652,1070.321145062101,1099.7189970708428,1128.2014067338466,1140.2513890699267,1132.9115605596137,1132.9144196558836,1140.217369883933,1154.387953420626,1160.0374022504532,1163.4687020741512,1172.2466717246498,1198.1726507189787,1224.169801714019,1241.090329520326,1244.0283763559048,1247.2732757201236,1251.7516948441153,1247.336123718596,1241.5827483791516,1247.4823832531245,1250.6156929499823,1260.4269512166852,1256.4320054800294,1264.5979374423466,1274.58738548795,1284.2741981752308,1301.484742385842,1302.93317599366,1307.2769723054626,Springfield,Missouri,29077,Greene,37.1943,-93.2916,298722,784.1,shape,False,True,America/Chicago,2,65810 65897 65619 65801 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65898 65899,1840009904
319,"Springfield, OH(0044220)",120,17.5,51.7,107530,3,30.5,39.46,51.43,63.71,72.07,63450,82080,106970,132520,149910,2.487,0.24,Springfield,OH,395117.0,316.0,"Springfield, OH",msa,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.1237349232622,763.5525431324355,819.8328801882644,829.6634086069814,853.0839325414205,858.4244584146968,890.5731483897983,911.9477565578352,898.3415373121596,876.0659597294793,902.149129812582,923.7710611405014,934.4007395291152,915.1924395487526,899.0142658937539,938.24256272467,958.3333333333334,Springfield,Ohio,39023,Clark,39.93,-83.7959,85121,876.6,shape,False,True,America/New_York,3,45503 45501 45506 45505 45504,1840003765
320,"St. Cloud, MN(0041060)",280,8,49.65,103260,1.1,32.21,38.59,48.46,60.46,69.97,67000,80260,100800,125760,145530,2.782,0.27,St. Cloud,MN,395118.0,230.0,"St. Cloud, MN",msa,MN,,,,,,,,,,,866.2218975864815,863.4087483485189,860.538730528938,876.8773824539782,882.211228962917,893.8803288281787,876.9973486713207,895.3589278380832,897.974929104582,906.1847106424856,897.9751717110105,903.1682131087232,918.68839370305,930.9467364727556,936.3973061554304,925.972059290673,921.0134634932906,917.2234980666042,917.97518687299,916.1531855908896,928.3974660331108,937.2357367582644,934.3915616862396,922.4791677787038,924.893345197418,929.4574380824788,952.3978143030362,957.660873141142,973.7854308401478,968.189416517926,952.4084222970154,957.2802261275536,957.070605169812,983.1018768293688,984.5544644384476,996.7010385047932,993.2889887504132,1013.54721833738,994.0213914411232,979.3496737766372,978.7136641795012,996.5330058913664,1035.7108785952385,1032.1828116079807,1036.841791862142,1036.3141492728523,1029.9339011452594,1031.815988321497,1023.8187690813744,1034.9930294165008,1046.5533509601553,1049.5237859460185,1045.1798018870422,1034.1976981186435,1039.1776423261597,1043.2294212021015,1054.235416181066,1055.1241984487367,1074.395302928897,1079.7657607977324,1083.0742565481603,1085.8466726395964,1087.474257957865,1094.0963207912575,1095.850754892302,1106.359395605862,1120.0222535065657,1128.4270372166302,1130.5596625647,1136.409405446009,1136.095235868557,1155.604397033553,1174.18995950081,1195.840352876732,1214.400116296136,1221.301942008347,1250.9966414974183,1263.0079834489266,1284.3490326420765,1273.9895230586455,1279.3663527133492,1265.3812965770885,1273.5051750534494,1268.453486135487,1292.058889255787,1296.7050608091786,1304.1395171305028,1299.3406083578884,1327.147657813589,1346.8482812558711,1369.4601480995768,1360.8384258777155,1363.6994319859364,1338.1155900868189,1333.395238095238,St. Cloud,Minnesota,27145,Stearns,45.534,-94.1718,123569,660.1,shape,False,True,America/Chicago,2,56304 56301 56303 56302 56372 56393 56395 56396,1840008881
321,"St. George, UT(0041100)",330,7.5,46.85,97440,5.4,18.4,30.05,46.82,61.61,77.36,38270,62500,97390,128160,160910,4.119,0.4,St. George,UT,395119.0,249.0,"St. George, UT",msa,UT,,,1000.4196214661512,1013.4612131119384,1019.7674154456918,1025.8358934623984,1029.9665849317912,1036.3052413130204,1031.3767520538015,1036.4331107328906,1040.833607836641,1046.285981548149,1052.7513925927242,1060.3746743099275,1068.8845793642895,1065.120177694106,1083.109458322814,1101.0315193887748,1123.580756772322,1126.8652359173766,1127.5183402683729,1143.8859111263002,1139.57927886452,1162.0223543102184,1153.297247141136,1158.336666686026,1148.1232637459275,1157.4490151572477,1168.3600245077514,1177.78289406074,1185.3649921583087,1192.7239527546774,1192.1789847386544,1191.7536691258686,1193.453509589071,1203.9561010052096,1217.1046157279463,1223.0773144350542,1227.1522543645551,1227.0803069470444,1244.425833875662,1257.4865136866238,1267.8773986347294,1270.8803701497525,1268.1336318601473,1268.3695271914016,1271.0816313761522,1271.3650255005468,1286.688812641792,1292.4390285471247,1298.5541004412582,1293.5754622442637,1295.965504658073,1309.003838161581,1314.7360362062475,1313.6029468833983,1300.6857853397448,1299.739240284542,1307.2686012179392,1325.2716299054437,1328.5429894575063,1329.1347270584638,1322.7957908549736,1319.6927234263298,1319.8153642615546,1331.984012274209,1351.853392581773,1373.176821852294,1393.6657008147274,1412.8844670009807,1431.741842034584,1450.3672137804356,1464.3680541598958,1481.5099918472636,1489.4694133706448,1505.712495601088,1516.9571838467955,1546.290793058025,1570.2834149156129,1595.822290266076,1613.096562807996,1616.4314762426518,1620.6716625412105,1623.6434796769236,1648.45758946743,1654.964056121773,1685.7860685327446,1694.991265822158,1708.6724312959234,1708.0481534716716,1720.6758394624342,1737.0107293456829,1745.7816423776098,1728.4005946048344,1723.4500271636407,1714.4102582899832,1729.107829415739,1727.7432938199315,1735.0824929489495,1741.7676203959925,1754.1089207056198,1752.195274722469,1751.0367279091718,1751.717650406547,1757.0504148127548,St. George,Utah,49053,Washington,37.0758,-113.5752,127890,429.0,shape,False,True,America/Denver,2,84770 84790 84791,1840021559
322,"St. Joseph, MO-KS(0041140)",120,6.2,45.44,94510,2.2,28.03,37.95,39.78,57.69,63.83,58300,78930,82750,120000,132760,2.341,0.23,St. Joseph,MO,395120.0,343.0,"St. Joseph, MO",msa,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.2618997050178,701.9824097670726,702.8298104653652,703.6603516139804,690.4191782298607,703.9180970993513,718.579552107416,727.0045508734406,727.7328206305061,720.9657883293631,,741.7736443149569,750.3240184412443,747.9851019611871,758.3153160364387,754.0331962411602,758.5592060879262,749.8431179856126,765.342966123566,763.4176662994504,776.8426254780059,780.4787472176419,801.0711581680013,801.0127777645981,798.8830944870653,800.6111111111112,St. Joseph,Missouri,29021,Buchanan,39.7598,-94.821,80099,660.8,shape,False,True,America/Chicago,3,64503 64501 64507 64506 64504 64505 64502 64508,1840009549
323,"St. Louis, MO-IL(0041180)",12360,3.1,51,106070,1.5,26.59,38.33,51.17,63.16,76.62,55300,79720,106430,131380,159360,9.443,0.91,St. Louis,MO,395121.0,21.0,"St. Louis, MO",msa,MO,873.3357390771349,875.3154324335356,879.3220836024173,884.3910415968908,889.2600218245724,892.5809258041969,894.1485238641266,893.8313751809185,893.3821479334387,893.7194613670299,894.9245873120102,895.2152504113863,897.1560082864797,899.5483246941187,903.0762256546208,907.5703949019646,912.8318851884708,917.7457514265968,919.337022624481,918.905937413475,918.2127319648253,916.8064274915758,914.4841730381488,911.8992286229312,912.7818967149487,916.5385300523374,924.6552590364372,930.332891154795,934.3564856841858,936.1397049301232,938.8744624998892,940.5859412277314,939.6296252776726,937.819474988161,936.790869277195,937.9388538062572,940.303021731497,943.717027765982,948.8400469481772,956.324183280378,962.0633310173966,964.5167481804737,965.0559813974286,965.8983734351216,966.4886349752264,965.5582852938504,966.5437381997668,968.3277840466596,971.6722466901182,975.0834171801306,981.9949429097716,988.243223338128,994.1260080721216,997.6691944434688,998.785888532938,998.8407010768732,997.6436671046968,996.1127292859009,998.4608596696568,999.4008800402012,1005.008051824592,1008.7969248328938,1017.6698422599516,1021.6916959971855,1026.6735557733764,1027.533262724167,1032.9537191159563,1038.7525021667552,1044.7589785655312,1047.7362063361136,1051.0015107703275,1052.337336352845,1054.1511719511632,1056.825438744289,1062.2803530510407,1075.281214949735,1087.983413135045,1099.8582480325972,1111.7144594518606,1119.6866986311666,1132.0421433842127,1135.409730880241,1143.2332016552084,1148.7377224045297,1160.1649553324653,1170.8103861793782,1182.2989562380733,1193.4914738638363,1206.782429348658,1221.2390783128592,1231.7324416721856,1240.4816058318331,1239.0814410940447,1243.207085501738,1242.608628290284,1247.112426646007,1248.6140106234272,1251.2189770390275,1257.7142611834013,1266.5234772826198,1280.573348699386,1294.17406070193,1301.8923871777895,1305.004551582215,1307.4283402083274,St. Louis,Missouri,29510,St. Louis,38.6359,-90.2451,2092481,1905.7,shape,False,True,America/Chicago,1,63110 63111 63112 63113 63115 63116 63118 63120 63139 63107 63106 63104 63103 63102 63101 63109 63108 63155 63137 63143 63147 63150 63156 63157 63158 63160 63163 63164 63166 63169 63177 63178 63179 63180 63188 63197,1840001651
324,"State College, PA(0044300)",440,6.7,52.76,109750,1.7,35.42,41.77,51.19,65.27,67.73,73680,86880,106480,135760,140870,6.83,0.66,State College,PA,395125.0,273.0,"State College, PA",msa,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1367.3191240837589,1353.3860915313298,1390.199642059629,1405.431199860286,1414.7943134371037,1394.3552411493574,1388.7628294445767,1402.468328108058,1412.3650801506883,1416.6436187881725,1411.4994386098922,1407.2974473164943,1418.6521617597305,1431.2884017278152,1445.2355678293534,1445.7938090335692,1437.237180817796,1453.3023346406712,1450.9415903508454,,1414.40375915183,1425.8845113305092,1461.9395782101833,1446.3932627392217,1450.515998991924,1445.4682644216105,1471.0596501336595,1488.1184622277542,1503.126096710175,1518.2939919759744,1523.5389119665472,1539.3271380815831,1550.6802950684446,1543.300854083481,1547.7107658076186,1560.6355097456792,1585.3874722861508,1585.2911857130644,1584.3803174522764,1597.410432228001,1597.0301111184706,1624.9127913639504,1632.8020627709236,1677.91239051284,1678.941709422476,1677.8352784445651,1647.6069311495169,1622.6103112892438,1635.441602209061,1650.3028176482874,1698.846523215903,1722.2091621281784,1766.6532268325636,1767.0059819189755,1761.1534536915526,1751.4177370233324,1758.588095238095,State College,Pennsylvania,42027,Centre,40.7909,-77.8567,88526,3567.5,shape,False,True,America/New_York,2,16802 16803 16801 16804 16805,1840000830
325,"Staunton-Waynesboro, VA(0044420)",120,7.6,50.05,104100,2.1,29.5,37.69,47.25,62.35,72.71,61360,78400,98270,129700,151230,2.594,0.25,Staunton,VA,395128.0,338.0,"Staunton, VA",msa,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.56680789272,1006.0274370404076,1004.8954363809322,1010.844324744382,1014.5871834605364,1015.8490545463508,1009.6012402311004,1009.3278528968384,1005.59998088645,1014.266547353249,1019.0894122888408,1020.1110184338952,1024.335065620602,1038.8907171989586,1057.1172253704003,1072.3197355407972,1048.2002453028465,1051.7114859903788,1039.9373911075063,1069.019437591935,1075.1822343000551,1081.801074734921,1080.308159764761,1066.21672831833,1079.1244147920022,1088.2103896640892,1096.390769969362,1092.0313704339476,1089.4930975685463,1110.997948690868,1149.0515272347666,1160.0008963651555,1192.4617617386398,1174.3102052763354,1175.782232638824,1160.0629782507738,1168.310380407215,1186.1996086909323,1189.784419824526,1213.8360200891757,1243.2022457126109,1254.859484798652,1256.600434373949,1234.5694300111402,1251.529518312921,1249.8772360055389,1270.9283134994378,1290.3968399013693,1309.9949681092385,1334.526075156036,1337.5203625328877,1357.1341752705223,1353.6778938278972,1363.8446706033951,1384.989992113031,1398.8785472735915,1389.9886335438405,1376.4068014893312,1353.9443411738828,1360.7126527787732,1370.1641458413778,1401.230614453484,1431.8867383084505,1449.218894994725,1466.647627674338,1460.4321370068303,1467.2234848484848,Staunton,Virginia,51790,Staunton,38.1593,-79.0611,25358,478.0,shape,False,True,America/New_York,3,24401 24402,1840001670
326,"Stockton-Lodi, CA(0044700)",500,8.9,61.01,126910,1.9,38.65,49.5,62.34,76.02,81.12,80400,102960,129670,158130,168740,1.827,0.18,Stockton,CA,395134.0,77.0,"Stockton, CA",msa,CA,1297.5579509170752,1307.9424539376985,1321.0726720912412,1335.2315018577328,1349.4509859307682,1357.464456626208,1367.9413860544676,1384.0628677006544,1390.5451991689786,1406.2347889636203,1400.6175097229475,1408.055539849914,1407.4364084418323,1428.510340379138,1441.0923345986284,1456.270750883741,1472.1060501202646,1493.2089443053685,1505.27923040651,1505.7468552915118,1511.7855695945748,1521.3788227379262,1532.7491475928716,1535.9808127688664,1543.973154492214,1546.6043727875697,1552.804339269174,1566.9371627621088,1586.0987461976956,1604.3567398049784,1617.8534043403129,1637.1204863556763,1648.5017710903603,1651.458397546881,1638.3254992688078,1639.266171221843,1645.302755422352,1666.1643118300804,1679.7117657588246,1689.6904302056494,1702.328437733854,1709.6780749391617,1723.333498862485,1730.6695589359788,1741.1586896457766,1742.8321110731304,1743.0693851910137,1740.231551863214,1740.3973381531744,1739.2010093805138,1753.565762361403,1766.319564010096,1789.1551141770356,1798.5901494979537,1814.0884330685496,1819.7352638976372,1825.1697279612704,1831.685362834114,1838.3202178438607,1848.9302561259071,1857.0896050234387,1868.8509192974277,1874.7206491359043,1879.820087926947,1884.873829349964,1889.0446850441951,1904.3197542604912,1925.00448386249,1945.2619946567092,1961.4925004303489,1972.1214717220728,2009.382800882211,2032.5304433267568,2050.7435297202314,2075.6667445792755,2103.489487134626,2163.792671542781,2200.132655170677,2246.482918219413,2261.950112685604,2271.311193505613,2269.992637470204,2257.7400308626043,2263.7263241125406,2270.4468173560176,2300.1426984694376,2321.62781746954,2352.450166819337,2362.2871772063468,2367.5897542334774,2369.955520687707,2374.029687721344,2378.4980138972896,2369.345948168459,2366.0900529428072,2360.678067325034,2363.761941789255,2363.6119603391303,2365.681108860077,2360.8079550635225,2386.220521421297,2409.7270337844034,2438.680889911372,2439.3877921964545,2437.307167595112,Stockton,California,6077,San Joaquin,37.9765,-121.3109,406822,1925.2,shape,False,True,America/Los_Angeles,2,95219 95212 95210 95211 95204 95209 95207 95203 95205 95206 95202 95201 95267 95269 95296 95297,1840021517
327,"Sumter, SC(0044940)",100,31.7,49.83,103640,3.7,32.79,43.41,54.96,54.96,65.4,68210,90300,114310,114310,136030,2.914,0.28,Sumter,SC,395139.0,314.0,"Sumter, SC",msa,SC,,,,,,,,782.5659582180971,774.9317302626479,775.7752438575674,783.155070968425,795.2072711632279,800.7705029028141,800.5982962786989,805.2415538285787,809.7313740821717,818.3267071564371,817.2989495483451,818.4088812264062,820.24118039851,817.0678315761155,812.3918991133287,811.0012719014259,823.7415030127145,829.7833772225688,829.4123582455549,824.9939231015483,830.4788838022226,835.3251187937833,840.2193741826638,839.7784338776553,839.7176705425155,837.5041534475505,840.0361651687535,838.4275503580726,839.5814859057175,839.203177594423,842.4739470383507,861.3626944057988,871.2412516899254,876.5226500697422,870.4333481752327,873.0958150737847,884.733445317082,886.2611628794435,884.2857847302266,874.7267375514784,876.564060717263,881.4665573051324,897.4918723240469,901.4892680615268,904.5118388793114,898.092648981468,897.2169798132347,902.5790473971988,910.674868246936,914.151299282988,911.32313327126,911.702904473106,916.0916002937432,920.37045848776,929.4920135653028,937.7071945011938,944.7307005819582,944.0851135390078,946.8648926012188,953.4249509963888,962.2449305489472,960.2537903460984,974.370107543572,983.5082816915128,993.5112050750058,989.7148092511916,994.658887173512,1002.6231194417828,1017.2853134309104,1018.5123000037177,1029.8044650759552,1030.8558472726086,1041.269590602334,1049.291001056066,1073.102144543196,1088.4550324689444,1095.627535114344,1120.2641934980802,1132.9371866032277,1159.0294646668617,1145.1179066637696,1153.8683776112853,1154.5694463303737,1150.323801139954,1162.7901195958866,1171.2121222793128,1184.174394561112,1186.8372176672574,1202.272854827641,1220.11488188875,1237.14101984056,1238.299057175287,1246.1327822207609,1249.6140429526347,1251.3410145319715,1263.7190158505214,1264.100319727597,1262.232142857143,Sumter,South Carolina,45085,Sumter,33.9392,-80.393,77626,468.1,shape,False,True,America/New_York,3,29154 29152 29153 29150 29151,1840015612
